symbol,company_name,isin,series,market_cap_cr
BRAHMINFRA,Brahmaputra Infrastructure Limited,INE320I01017,EQ,0
BRIGADE,Brigade Enterprises Limited,INE791I01019,EQ,16597.59
BRIGHOTEL,Brigade Hotel Ventures Limited,INE03NU01014,EQ,2360.34
BRIGHTBR,Bright Brothers Limited,INE630D01010,EQ,0
BRITANNIA,Britannia Industries Limited,INE216A01030,EQ,124416.91
BRNL,Bharat Road Network Limited,INE727S01012,EQ,0
BROOKS,Brooks Laboratories Limited,INE650L01011,EQ,0
BSE,BSE Limited,INE118H01025,EQ,0
BSHSL,Bombay Super Hybrid Seeds Limited,INE032Z01020,EQ,0
BSL,BSL Limited,INE594B01012,EQ,0
BSOFT,BIRLASOFT LIMITED,INE836A01035,EQ,8837.99
BTML,Bodhi Tree Multimedia Limited,INE0EEJ01023,EQ,0
BTTL,Bhilwara Technical Textiles Limited,INE274K01012,BE,0
BUILDPRO,Shankara Buildpro Limited,INE24OJ01011,EQ,2473.43
BURNPUR,Burnpur Cement Limited,INE817H01022,EQ,0
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,INE295F01017,EQ,1122.21
BVCL,Barak Valley Cements Limited,INE139I01011,EQ,0
BYKE,The Byke Hospitality Ltd,INE319B01014,BE,0
CALSOFT,California Software Company Limited,INE526B01014,BE,0
CAMLINFINE,Camlin Fine Sciences Limited,INE052I01032,EQ,2623.08
CAMPUS,Campus Activewear Limited,INE278Y01022,EQ,7282.29
CAMS,Computer Age Management Services Limited,INE596I01020,EQ,18783.59
CANBK,Canara Bank,INE476A01022,EQ,119369.77
CANFINHOME,Can Fin Homes Limited,INE477A01020,EQ,11481.21
CANHLIFE,Canara HSBC Life Insurance Company Limited,INE01TY01017,EQ,13167.0
CANTABIL,Cantabil Retail India Limited,INE068L01024,EQ,1815.36
CAPACITE,Capacit'e Infraprojects Limited,INE264T01014,EQ,1873.13
CAPILLARY,Capillary Technologies India Limited,INE0ILV01024,EQ,4052.28
CAPITALSFB,Capital Small Finance Bank Limited,INE646H01017,EQ,1281.4
CAPLIPOINT,Caplin Point Laboratories Limited,INE475E01026,EQ,18328.7
CAPTRUST,Capital Trust Limited,INE707C01018,BE,0
CARBORUNIV,Carborundum Universal Limited,INE120A01034,EQ,20085.63
CARERATING,CARE Ratings Limited,INE752H01013,EQ,4878.63
CARRARO,Carraro India Limited,INE0V7W01012,EQ,2986.13
CARTRADE,Cartrade Tech Limited,INE290S01011,EQ,11258.54
CARYSIL,CARYSIL LIMITED,INE482D01024,EQ,3357.37
CASTROLIND,Castrol India Limited,INE172A01027,EQ,18056.43
CCAVENUE,AvenuesAI Limited,INE483S01020,EQ,4712.6
CCCL,Consolidated Construction Consortium Limited,INE429I01024,EQ,0
CCHHL,Country Club Hospitality & Holidays Limited,INE652F01027,EQ,0
CCL,CCL Products (India) Limited,INE421D01022,EQ,15071.96
CDSL,Central Depository Services (India) Limited,INE736A01011,EQ,0
CEATLTD,CEAT Limited,INE482A01020,EQ,13484.04
CEIGALL,Ceigall India Limited,INE0AG901020,EQ,6533.55
CEINSYS,Ceinsys Tech Limited,INE016Q01014,EQ,1643.97
CELEBRITY,Celebrity Fashions Limited,INE185H01016,EQ,0
CELLO,Cello World Limited,INE0LMW01024,EQ,8330.68
CEMPRO,Cemindia Projects Limited,INE686A01026,EQ,19281.44
CENTENKA,Century Enka Limited,INE485A01015,EQ,1096.03
CENTEXT,Century Extrusions Limited,INE281A01026,EQ,0
CENTRALBK,Central Bank of India,INE483A01010,EQ,28086.5
CENTRUM,Centrum Capital Limited,INE660C01027,EQ,1050.09
CENTUM,Centum Electronics Limited,INE320B01020,EQ,5296.57
CENTURYPLY,Century Plyboards (India) Limited,INE348B01021,EQ,16091.99
CERA,Cera Sanitaryware Limited,INE739E01017,EQ,7905.03
CEREBRAINT,Cerebra Integrated Technologies Limited,INE345B01019,BZ,0
CESC,CESC Limited,INE486A01021,EQ,22309.35
CEWATER,Concord Enviro Systems Limited,INE037Z01029,EQ,0
CFEL,Confidence Futuristic Energetech Limited,INE700F01024,EQ,0
CGCL,Capri Global Capital Limited,INE180C01042,EQ,20007.99
CGPOWER,CG Power and Industrial Solutions Limited,INE067A01029,EQ,143959.06
CGVAK,CG Vak Software & Exports Limited,INE084D01010,EQ,0
CHALET,Chalet Hotels Limited,INE427F01016,EQ,16120.16
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,INE085A01013,EQ,18836.67
CHEMBOND,Chembond Material Technologies Limited,INE995D01025,EQ,0
CHEMBONDCH,Chembond Chemicals Limited,INE0TGX01019,BE,0
CHEMCON,Chemcon Speciality Chemicals Limited,INE03YM01018,BE,0
CHEMCRUX,Chemcrux Enterprises Limited,INE298W01016,EQ,0
CHEMFAB,Chemfab Alkalis Limited,INE783X01023,EQ,0
CHEMPLASTS,Chemplast Sanmar Limited,INE488A01050,EQ,3208.83
CHENNPETRO,Chennai Petroleum Corporation Limited,INE178A01016,EQ,16921.55
CHEVIOT,Cheviot Company Limited,INE974B01016,EQ,0
CHOICEIN,Choice International Limited,INE102B01014,EQ,15010.68
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,INE121A01024,EQ,133569.0
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,INE149A01033,EQ,28669.86
CIEINDIA,CIE Automotive India Limited,INE536H01010,EQ,17118.73
CIFL,Capital India Finance Limited,INE345H01024,EQ,0
CINELINE,Cineline India Limited,INE704H01022,EQ,0
CINEVISTA,Cinevista Limited,INE039B01026,EQ,0
CIPLA,Cipla Limited,INE059A01026,EQ,112187.34
CLCIND,CLC Industries Limited,INE376C01038,BE,0
CLEAN,Clean Science and Technology Limited,INE227W01023,EQ,8196.11
CLEANMAX,Clean Max Enviro Energy Solutions Limited,INE647U01026,EQ,14680.89
CLEDUCATE,CL Educate Limited,INE201M01029,EQ,0
CLSEL,Chaman Lal Setia Exports Limited,INE419D01026,EQ,1492.76
CMICABLES,CMI Limited,INE981B01011,BZ,0
CMLL,Caliber Mining and Logistics Limited,INE11XY01018,EQ,0
CMPDI,Central Mine Planning & Design Institute Limited,INE05HV01027,EQ,17021.76
CMRGREEN,CMR Green Technologies Limited,INE00WV01027,EQ,5520.2
CMSINFO,CMS Info Systems Limited,INE925R01014,EQ,4888.09
CNL,Creative Newtech Limited,INE985W01018,EQ,1059.43
COALINDIA,Coal India Limited,INE522F01014,EQ,273440.26
COASTCORP,Coastal Corporation Limited,INE377E01024,EQ,0
COCHINSHIP,Cochin Shipyard Limited,INE704P01025,EQ,37458.76
COCKERILL,John Cockerill India Limited,INE515A01019,EQ,4952.16
COFFEEDAY,Coffee Day Enterprises Limited,INE335K01011,EQ,0
COFORGE,Coforge Limited,INE591G01025,EQ,58789.59
COHANCE,Cohance Lifesciences Limited,INE03QK01018,EQ,16327.97
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,EQ,56543.09
COMFINTE,Comfort Intech Limited,INE819A01049,EQ,0
COMPEAU,Competent Automobiles Company Limited,INE823B01015,EQ,0
COMPINFO,Compuage Infocom Limited,INE070C01037,BZ,0
COMPUSOFT,Compucom Software Limited,INE453B01029,EQ,0
COMSYN,Commercial Syn Bags Limited,INE073V01015,EQ,0
CONCOR,Container Corporation of India Limited,INE111A01025,EQ,34288.04
CONCORDBIO,Concord Biotech Limited,INE338H01029,EQ,14163.46
CONFIPET,Confidence Petroleum India Limited,INE552D01024,EQ,2343.96
CONSOFINVT,Consolidated Finvest & Holdings Limited,INE025A01027,BE,0
CONTROLPR,Control Print Limited,INE663B01015,EQ,0
CORALFINAC,Coral India Finance & Housing Limited,INE558D01021,EQ,0
CORDELIA,Waterways Leisure Tourism Limited,INE0LZF01039,EQ,0
CORDSCABLE,Cords Cable Industries Limited,INE792I01017,EQ,0
COROMANDEL,Coromandel International Limited,INE169A01031,EQ,56514.48
CORONA,CORONA Remedies Limited,INE02ZQ01018,EQ,10570.91
COSMOFIRST,COSMO FIRST LIMITED,INE757A01017,EQ,1908.36
COUNCODOS,Country Condo's Limited,INE695B01025,BE,0
CPCAP,CP Capital Limited,INE521J01018,EQ,0
CPEDU,Career Point Edutech Limited,INE0P6P01016,EQ,0
CPL,Captain Polyplast Limited,INE536P01021,EQ,0
CPPLUS,Aditya Infotech Limited,INE819V01029,EQ,39735.65
CRAFTSMAN,Craftsman Automation Limited,INE00LO01017,EQ,21201.29
CRAMC,Canara Robeco Asset Management Company Limited,INE218I01013,EQ,4977.46
CRAVATEX,Cravatex Limited,INE145E01017,EQ,0
CREATIVEYE,Creative Eye Limited,INE230B01021,EQ,0
CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,EQ,20951.21
CREST,Crest Ventures Limited,INE559D01011,EQ,1073.84
CRISIL,Crisil Limited,INE007A01025,EQ,28503.89
CRIZAC,Crizac Limited,INE0S4R01014,EQ,3611.64
CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,EQ,16487.44
CROWN,Crown Lifters Limited,INE491V01019,EQ,0
CRSL,Cressanda Railway Solutions Limited,INE716D01033,BE,0
CSBBANK,CSB Bank Limited,INE679A01013,EQ,6353.05
CSLFINANCE,CSL Finance Limited,INE718F01018,EQ,0
CSM,CSM Technologies Limited,INE0ZK601013,EQ,0
CTE,Cambridge Technology Enterprises Limited,INE627H01017,BE,0
CUB,City Union Bank Limited,INE491A01021,EQ,19984.18
CUBEXTUB,Cubex Tubings Limited,INE144D01012,EQ,0
CUMMINSIND,Cummins India Limited,INE298A01020,EQ,155861.24
CUPID,Cupid Limited,INE509F01029,EQ,21507.85
CURAA,Cura Technologies Limited,INE117B01020,EQ,0
CYBERMEDIA,Cyber Media (India) Limited,INE278G01037,EQ,0
CYBERTECH,Cybertech Systems And Software Limited,INE214A01019,BE,0
CYIENT,Cyient Limited,INE136B01020,EQ,9760.47
CYIENTDLM,Cyient DLM Limited,INE055S01018,EQ,3575.37
DABUR,Dabur India Limited,INE016A01026,EQ,75596.98
DAICHI,Dai-Ichi Karkaria Limited,INE928C01010,BE,0
DALBHARAT,Dalmia Bharat Limited,INE00R701025,EQ,31096.56
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,INE495A01022,EQ,2656.02
DAMCAPITAL,Dam Capital Advisors Limited,INE284H01025,EQ,1042.62
DAMODARIND,Damodar Industries Limited,INE497D01022,BE,0
DANGEE,Dangee Dums Limited,INE688Y01022,EQ,0
DATAMATICS,Datamatics Global Services Limited,INE365B01017,EQ,4604.39
DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,EQ,25446.39
DAVANGERE,Davangere Sugar Company Limited,INE179G01029,EQ,0
DBCORP,D.B.Corp Limited,INE950I01011,EQ,3606.81
DBEIL,Deepak Builders & Engineers India Limited,INE0OPA01027,EQ,0
DBL,Dilip Buildcon Limited,INE917M01012,EQ,6989.19
DBOL,Dhampur Bio Organics Limited,INE0I3401014,EQ,0
DBREALTY,Valor Estate Limited,INE879I01012,EQ,6083.09
DBSTOCKBRO,DB (International) Stock Brokers Limited,INE921B01025,BE,0
DCAL,Dishman Carbogen Amcis Limited,INE385W01011,EQ,2891.86
DCBBANK,DCB Bank Limited,INE503A01015,EQ,5795.78
DCI,Dc Infotech And Communication Limited,INE0A1101019,EQ,0
DCM,DCM  Limited,INE498A01018,BE,0
DCMFINSERV,DCM Financial Services Limited,INE891B01012,EQ,0
DCMNVL,DCM Nouvelle Limited,INE08KP01019,EQ,0
DCMSHRIRAM,DCM Shriram Limited,INE499A01024,EQ,16020.73
DCMSIL,DCM Shriram International Limited,INE0OU201013,EQ,0
DCMSRIND,DCM Shriram Industries Limited,INE843D01027,EQ,0
DCW,DCW Limited,INE500A01029,EQ,1381.62
DCXINDIA,DCX Systems Limited,INE0KL801015,EQ,2048.95
DDEVPLSTIK,Ddev Plastiks Industries Limited,INE0HR601026,EQ,2652.11
DECCANCE,Deccan Cements Limited,INE583C01021,EQ,0
DECNGOLD,Deccan Gold Mines Limited,INE945F01025,EQ,3256.72
DEEDEV,DEE Development Engineers Limited,INE841L01016,EQ,4584.89
DEEP,Deep Polymers Limited,INE00IY01012,EQ,0
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,EQ,19624.93
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,EQ,22779.0
DEEPINDS,Deep Industries Limited,INE0FHS01024,EQ,3169.6
DELHIVERY,Delhivery Limited,INE148O01028,EQ,32947.31
DELPHIFX,DELPHI WORLD MONEY LIMITED,INE726L01027,BE,0
DELTACORP,Delta Corp Limited,INE124G01033,EQ,1727.12
DELTAMAGNT,Delta Manufacturing Limited,INE393A01011,EQ,0
DEN,Den Networks Limited,INE947J01015,EQ,1301.39
DENORA,De Nora India Limited,INE244A01016,EQ,0
DENTA,Denta Water and Infra Solutions Limited,INE0R4L01018,EQ,0
DEVIT,Dev Information Technology Limited,INE060X01034,EQ,0
DEVX,Dev Accelerator Limited,INE0VOV01021,EQ,0
DEVYANI,Devyani International Limited,INE872J01023,EQ,13506.86
DGCONTENT,Digicontent Limited,INE03JI01017,EQ,0
DHABRIYA,Dhabriya Polywood Limited,INE260R01016,BE,0
DHAMPURSUG,Dhampur Sugar Mills Limited,INE041A01016,EQ,0
DHANBANK,Dhanlaxmi Bank Limited,INE680A01011,EQ,1278.43
DHANUKA,Dhanuka Agritech Limited,INE435G01025,EQ,4879.28
DHARAN,DHARAN INFRA-EPC LIMITED,INE278R01034,BZ,0
DHARMAJ,Dharmaj Crop Guard Limited,INE00OQ01016,EQ,0
DHATRE,Dhatre Udyog Limited,INE715T01031,EQ,0
DHOOTTRANS,Dhoot Transmission Limited,INE01NH01023,EQ,0
DHRUV,Dhruv Consultancy Services Limited,INE506Z01015,EQ,0
DHUNINV,Dhunseri Investments Limited,INE320L01011,EQ,0
DIACABS,Diamond Power Infrastructure Limited,INE989C01038,BE,10639.55
DIAMINESQ,Diamines & Chemicals Limited,INE591D01014,EQ,0
DIAMONDYD,Prataap Snacks Limited,INE393P01035,EQ,2691.73
DICIND,DIC India Limited,INE303A01010,EQ,0
DIFFNKG,Diffusion Engineers Limited,INE184O01015,EQ,1350.53
DIGIDRIVE,Digidrive Distributors Limited,INE0PSC01024,EQ,0
DIGISPICE,DiGiSPICE Technologies Limited,INE927C01020,EQ,0
DIGITIDE,Digitide Solutions Limited,INE0U4701011,EQ,1238.37
DIGJAMLMTD,Digjam Limited,INE731U01028,EQ,0
DISAQ,Disa India Limited,INE131C01011,EQ,1654.85
DISHTV,Dish TV India Limited,INE836F01026,EQ,0
DIVGIITTS,Divgi Torqtransfer Systems Limited,INE753U01022,EQ,2500.46
DIVISLAB,Divi's Laboratories Limited,INE361B01024,EQ,176086.64
DIXON,Dixon Technologies (India) Limited,INE935N01020,EQ,70521.25
DJML,DJ Mediaprint & Logistics Limited,INE0B1K01014,EQ,0
DLF,DLF Limited,INE271C01023,EQ,145337.93
DLINKINDIA,D-Link (India) Limited,INE250K01012,EQ,1781.28
DMART,Avenue Supermarts Limited,INE192R01011,EQ,260399.63
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,EQ,0
DNAMEDIA,Diligent Media Corporation Limited,INE016M01021,EQ,0
DODLA,Dodla Dairy Limited,INE021O01019,EQ,6547.38
DOLATALGO,Dolat Algotech Limited,INE966A01022,EQ,1317.89
DOLLAR,Dollar Industries Limited,INE325C01035,EQ,1411.95
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,INE920A01037,EQ,1562.38
DOMS,DOMS Industries Limited,INE321T01012,EQ,13887.62
DONEAR,Donear Industries Limited,INE668D01028,EQ,0
DPABHUSHAN,D. P. Abhushan Limited,INE266Y01019,EQ,2050.4
DPSCLTD,DPSC Limited,INE360C01024,BE,0
DPWIRES,D P Wires Limited,INE864X01013,BE,0
DRAGARWQ,Dr Agarwals Eye Hospital Limited,INE934C01018,EQ,2398.36
DRCSYSTEMS,DRC Systems India Limited,INE03RS01027,EQ,0
DREAMFOLKS,Dreamfolks Services Limited,INE0JS101016,EQ,0
DREDGECORP,Dredging Corporation of India Limited,INE506A01018,EQ,3045.98
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031,EQ,106321.98
DSFCL,DCM Shriram Fine Chemicals Limited,INE0OFM01015,BE,0
DSKULKARNI,DS Kulkarni Developers Limited,INE891A01022,BE,0
DSSL,Dynacons Systems & Solutions Limited,INE417B01040,EQ,1637.35
DTIL,Dhunseri Tea & Industries Limited,INE341R01014,BE,0
DUCON,Ducon Infratechnologies Limited,INE741L01018,EQ,0
DUCON-RE1,Ducon Infratech Ltd-RE,INE741L20034,BE,0
DVL,Dhunseri Ventures Limited,INE477B01010,EQ,0
DWARKESH,Dwarikesh Sugar Industries Limited,INE366A01041,EQ,0
DYCL,Dynamic Cables Limited,INE600Y01019,EQ,1543.65
DYNAMATECH,Dynamatic Technologies Limited,INE221B01012,EQ,6905.64
DYNPRO,Dynemic Products Limited,INE256H01015,EQ,0
E2E,E2E Networks Limited,INE255Z01027,BE,7923.5
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,EQ,3036.77
EASTSILK,Eastern Silk Industries Limited,INE962C01035,BE,0
EASTWEST,East West Freight Carriers Limited,INE595R01023,EQ,0
EBGNG,GNG Electronics Limited,INE18JU01028,EQ,4941.83
EBIX,EBIX Limited,INE432F01032,BE,0
ECLERX,eClerx Services Limited,INE738I01010,EQ,13124.78
ECORECO,Eco Recycling Limited,INE316A01038,EQ,0
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,INE06HJ01020,EQ,0
EDELWEISS,Edelweiss Financial Services Limited,INE532F01054,EQ,10388.18
EDUCOMP,Educomp Solutions Limited,INE216H01027,BZ,0
EFCIL,EFC (I) Limited,INE886D01026,EQ,2762.15
EICHERMOT,Eicher Motors Limited,INE066A01021,EQ,200678.28
EIDPARRY,EID Parry India Limited,INE126A01031,EQ,12976.15
EIEL,Enviro Infra Engineers Limited,INE0LLY01014,EQ,3259.59
EIFFL,Euro India Fresh Foods Limited,INE546V01010,BE,0
EIHAHOTELS,EIH Associated Hotels Limited,INE276C01014,EQ,1844.85
EIHOTEL,EIH Limited,INE230A01023,EQ,18492.02
EIMCOELECO,Eimco Elecon (India) Limited,INE158B01016,EQ,0
EKC,Everest Kanto Cylinder Limited,INE184H01027,EQ,1223.62
EKI,EKI Energy Services Limited,INE0CPR01018,EQ,0
ELANTAS,Elantas Beck India Limited,INE280B01018,EQ,7579.74
ELCIDIN,EL CID Investments Limited,INE927X01018,EQ,2343.8
ELDEHSG,Eldeco Housing And Industries Limited,INE668G01021,EQ,0
ELECON,Elecon Engineering Company Limited,INE205B01031,EQ,12008.76
ELECTCAST,Electrosteel Castings Limited,INE086A01029,EQ,4434.86
ELECTHERM,Electrotherm (India) Limited,INE822G01016,EQ,1513.02
ELGIEQUIP,Elgi Equipments Limited,INE285A01027,EQ,19146.06
ELGIRUBCO,Elgi Rubber Company Limited,INE819L01012,EQ,0
ELIN,Elin Electronics Limited,INE050401020,EQ,0
ELITECON,Elitecon International Limited,INE669R01026,EQ,4790.7
ELLEN,Ellenbarrie Industrial Gases Limited,INE236E01022,EQ,3879.96
ELPROINTL,Elpro International Limited,INE579B01039,EQ,2866.74
EMAMILTD,Emami Limited,INE548C01032,EQ,17165.83
EMAMIPAP,Emami Paper Mills Limited,INE830C01026,BE,0
EMAMIREAL,Emami Realty Limited,INE778K01012,EQ,0
EMBDL,Embassy Developments Limited,INE069I01010,EQ,8214.47
EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,EQ,32891.71
EMIL,Electronics Mart India Limited,INE02YR01019,EQ,4059.1
EMKAY,Emkay Global Financial Services Limited,INE296H01011,EQ,0
EMMBI,Emmbi Industries Limited,INE753K01015,BE,0
EMMVEE,Emmvee Photovoltaic Power Limited,INE1C6T01020,EQ,23792.44
EMPIND,Empire Industries Limited,INE515H01014,EQ,0
EMPOWER,Empower India Limited,INE507F01023,EQ,0
EMSLIMITED,EMS Limited,INE0OV601013,EQ,1688.14
EMUDHRA,eMudhra Limited,INE01QM01018,EQ,3657.3
ENDURANCE,Endurance Technologies Limited,INE913H01037,EQ,35323.96
ENERGYDEV,Energy Development Company Limited,INE306C01019,EQ,0
ENGINERSIN,Engineers India Limited,INE510A01028,EQ,13182.7
ENIL,Entertainment Network (India) Limited,INE265F01028,EQ,0
ENKEIWHEL,Enkei Wheels (India) Limited,INE130L01014,EQ,0
ENRIN,Siemens Energy India Limited,INE1NPP01017,EQ,128605.8
ENTERO,Entero Healthcare Solutions Limited,INE010601016,EQ,4941.75
EPACK,EPACK Durable Limited,INE0G5901015,EQ,2183.91
EPACKPEB,EPack Prefab Technologies Limited,INE0MLS01022,EQ,2421.63
EPIGRAL,Epigral Limited,INE071N01016,EQ,4809.83
EPL,EPL Limited,INE255A01020,EQ,7195.08
EQUIPPP,Equippp Social Impact Technologies Limited,INE217G01035,BE,0
EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,EQ,8622.3
ERIS,Eris Lifesciences Limited,INE406M01024,EQ,19439.6
ESABINDIA,Esab India Limited,INE284A01012,EQ,8813.5
ESAFSFB,ESAF Small Finance Bank Limited,INE818W01011,BE,1471.49
ESCORTS,Escorts Kubota Limited,INE042A01014,EQ,30898.4
ESDS,ESDS Software Solution Limited,INE0DRI01029,EQ,0
ESSARSHPNG,Essar Shipping Limited,INE122M01019,EQ,0
ESSENTIA,Integra Essentia Limited,INE418N01035,EQ,0
ESTER,Ester Industries Limited,INE778B01029,EQ,0
ETERNAL,ETERNAL LIMITED,INE758T01015,EQ,235275.55
ETHOSLTD,Ethos Limited,INE04TZ01018,EQ,6360.04
EUREKAFORB,Eureka Forbes Limited,INE0KCE01017,EQ,8488.51
EUROBOND,Euro Panel Products Limited,INE505V01016,EQ,0
EUROPRATIK,Euro Pratik Sales Limited,INE198501012,EQ,2793.64
EUROTEXIND,Eurotex Industries and Exports Limited,INE022C01012,BE,0
EVEREADY,Eveready Industries India Limited,INE128A01029,EQ,2509.53
EVERESTIND,Everest Industries Limited,INE295A01018,BE,0
EXCELINDUS,Excel Industries Limited,INE369A01029,EQ,1149.34
EXCELSOFT,Excelsoft Technologies Limited,INE606N01019,EQ,0
EXICOM,Exicom Tele-Systems Limited,INE777F01014,EQ,1973.54
EXIDEIND,Exide Industries Limited,INE302A01020,EQ,33311.5
EXPLEOSOL,Expleo Solutions Limited,INE201K01015,EQ,1216.67
EXXARO,Exxaro Tiles Limited,INE0GFE01026,EQ,0
FABTECH,Fabtech Technologies Limited,INE0HF201011,EQ,0
FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,EQ,58330.3
FAIRCHEMOR,Fairchem Organics Limited,INE0DNW01011,BE,0
FAZE3Q,Faze Three Limited,INE963C01033,EQ,1320.16
FCL,Fineotex Chemical Limited,INE045J01034,EQ,4567.17
FCSSOFT,FCS Software Solutions Limited,INE512B01022,EQ,0
FDC,FDC Limited,INE258B01022,EQ,6315.4
FEDDERSHOL,Fedders Holding Limited,INE417D01020,EQ,0
FEDERALBNK,The Federal Bank  Limited,INE171A01029,EQ,77703.45
FEDFINA,Fedbank Financial Services Limited,INE007N01010,EQ,5707.55
FEL,Future Enterprises Limited,INE623B01027,BZ,0
FELDVR,Future Enterprises Limited,IN9623B01058,BZ,0
FERMENTA,Fermenta Biotech Limited,INE225B01021,EQ,0
FIBERWEB,Fiberweb (India) Limited,INE296C01020,EQ,0
FIEMIND,Fiem Industries Limited,INE737H01014,EQ,6078.0
FILATEX,Filatex India Limited,INE816B01035,EQ,2313.1
FILATFASH,Filatex Fashions Limited,INE185E01021,EQ,0
FINCABLES,Finolex Cables Limited,INE235A01022,EQ,15832.28
FINEORG,Fine Organic Industries Limited,INE686Y01026,EQ,14483.62
FINKURVE,Finkurve Financial Services Limited,INE734I01027,EQ,0
FINOPB,Fino Payments Bank Limited,INE02NC01014,EQ,1131.77
FINPIPE,Finolex Industries Limited,INE183A01024,EQ,10728.05
FIRSTCRY,Brainbees Solutions Limited,INE02RE01045,EQ,11318.41
FISCHER,Fischer Medical Ventures Limited,INE771F01041,EQ,2347.63
FIVESTAR,Five-Star Business Finance Limited,INE128S01021,EQ,12982.01
FLAIR,Flair Writing Industries Limited,INE00Y201027,EQ,2850.94
FLEXITUFF,Flexituff Ventures International Limited,INE060J01017,BE,0
FLFL,Future Lifestyle Fashions Limited,INE452O01016,BZ,0
FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,EQ,40172.15
FMGOETZE,Federal-Mogul Goetze (India) Limited.,INE529A01010,EQ,2479.52
FMNL,Future Market Networks Limited,INE360L01017,EQ,0
FOCUS,Focus Lighting and Fixtures Limited,INE593W01028,BE,0
FOODSIN,Foods & Inns Limited,INE976E01023,EQ,0
FORCEMOT,FORCE MOTORS LTD,INE451A01017,EQ,23322.77
FORTIS,Fortis Healthcare Limited,INE061F01013,EQ,74771.05
FOSECOIND,Foseco India Limited,INE519A01011,EQ,3732.9
FRACTAL,Fractal Analytics Limited,INE212S01015,EQ,16351.3
FREDUN,Fredun Pharmaceuticals Limited,INE194R01017,EQ,0
FRONTSP,Frontier Springs Limited,INE572D01014,EQ,1752.01
FSL,Firstsource Solutions Limited,INE684F01012,EQ,17260.98
FUSION,Fusion Finance Limited,INE139R01012,EQ,2828.66
GABRIEL,Gabriel India Limited,INE524A01029,EQ,14944.0
GAEL,Gujarat Ambuja Exports Limited,INE036B01030,EQ,7237.82
GAIL,GAIL (India) Limited,INE129A01019,EQ,112006.82
GAJA,Gaja Alternative Asset Management Limited,INE18UN01038,EQ,0
GALAPREC,Gala Precision Engineering Limited,INE0RE001014,EQ,1186.27
GALAXYSURF,Galaxy Surfactants Limited,INE600K01018,EQ,6027.13
GALLANTT,Gallantt Ispat Limited,INE297H01019,EQ,15759.26
GANDHAR,Gandhar Oil Refinery (India) Limited,INE717W01049,EQ,1565.09
GANDHITUBE,Gandhi Special Tubes Limited,INE524B01027,EQ,1026.97
GANECOS,Ganesha Ecosphere Limited,INE845D01014,EQ,2445.94
GANESHBE,Ganesh Benzoplast Limited,INE388A01029,BE,0
GANESHCP,Ganesh Consumer Products Limited,INE652V01016,EQ,0
GANESHHOU,GANESH HOUSING LIMITED,INE460C01014,EQ,6352.01
GANGAFORGE,Ganga Forging Limited,INE691Z01023,EQ,0
GANGESSECU,Ganges Securities Limited,INE335W01016,EQ,0
GARFIBRES,Garware Technical Fibres Limited,INE276A01018,EQ,6867.71
GARUDA,Garuda Construction and Engineering Limited,INE0JVO01026,EQ,1558.45
GATECH,GACM Technologies Limited,INE224E01028,BE,0
GATECHDVR,GACM Technologies Limited,INE224E01036,BE,0
GATEWAY,Gateway Distriparks Limited,INE079J01017,EQ,2908.43
GAUDIUMIVF,Gaudium IVF and Women Health Limited,INE0P8B01020,BE,0
GAYAHWS,Gayatri Highways Limited,INE287Z01012,EQ,0
GAYAPROJ,Gayatri Projects Limited,INE336H01023,EQ,0
GCSL,Gretex Corporate Services Limited,INE199P01028,EQ,1046.58
GEECEE,GeeCee Ventures Limited,INE916G01016,BE,0
GEEKAYWIRE,Geekay Wires Limited,INE669X01032,EQ,0
GEMAROMA,Gem Aromatics Limited,INE06XZ01023,EQ,0
GENCON,Generic Engineering Construction and Projects Limited,INE854S01022,EQ,0
GENESYS,Genesys International Corporation Limited,INE727B01026,EQ,1327.68
GENSOL,Gensol Engineering Limited,INE06H201014,BZ,0
GENUSPAPER,Genus Paper & Boards Limited,INE949P01018,EQ,0
GENUSPOWER,Genus Power Infrastructures Limited,INE955D01029,EQ,9706.86
GEOJITFSL,Geojit Financial Services Limited,INE007B01023,EQ,2095.65
GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,EQ,20419.52
