symbol,company_name,isin,series,market_cap_cr
KANPRPLA,Kanpur Plastipack Limited,INE694E01014,EQ,0
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,EQ,17499.37
KAPSTON,Kapston Services Limited,INE542Z01028,EQ,0
KARMAENG,Karma Energy Limited,INE725L01011,EQ,0
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,EQ,27754.69
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,INE234I01028,BE,0
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,INE641C01019,EQ,0
KAYA,Kaya Limited,INE587G01015,BE,0
KAYNES,Kaynes Technology India Limited,INE918Z01012,EQ,20620.19
KCP,KCP Limited,INE805C01028,EQ,2151.69
KCPSUGIND,KCP Sugar and Industries Corporation Limited,INE790B01024,BE,0
KDDL,KDDL Limited,INE291D01011,EQ,3541.27
KDGREEN,KD Green Industries Limited,INE348N01042,EQ,0
KEC,KEC International Limited,INE389H01022,EQ,13424.47
KECL,Kirloskar Electric Company Limited,INE134B01017,EQ,0
KEEPLEARN,DSJ Keep Learning Limited,INE055C01020,EQ,0
KEI,KEI Industries Limited,INE878B01027,EQ,51328.44
KELLTONTEC,Kellton Tech Solutions Limited,INE164B01030,EQ,0
KENNAMET,Kennametal India Limited,INE717A01029,EQ,6104.57
KERNEX,Kernex Microsystems (India) Limited,INE202H01019,EQ,3345.78
KESORAMIND,Kesoram Industries Limited,INE087A01019,BE,0
KEYFINSERV,Keynote Financial Services Limited,INE681C01015,EQ,0
KFINTECH,Kfin Technologies Limited,INE138Y01010,EQ,14273.54
KHADIM,Khadim India Limited,INE834I01025,BE,0
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,INE745B01028,EQ,0
KHAITANLTD,Khaitan (India) Limited,INE731C01018,EQ,0
KHANDSE,Khandwala Securities Limited,INE060B01014,EQ,0
KICL,Kalyani Investment Company Limited,INE029L01018,EQ,2193.44
KILITCH,Kilitch Drugs (India) Limited,INE729D01010,BE,0
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,EQ,31494.94
KINGFA,Kingfa Science & Technology (India) Limited,INE473D01015,EQ,6940.2
KIOCL,KIOCL Limited,INE880L01014,EQ,24255.35
KIRANVYPAR,Kiran Vyapar Limited,INE555P01013,EQ,0
KIRIINDUS,Kiri Industries Limited,INE415I01015,EQ,2403.0
KIRLFER,Kirloskar Ferrous Industries Limited,INE884B01025,EQ,7045.24
KIRLOSBROS,Kirloskar Brothers Limited,INE732A01036,EQ,13722.26
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,EQ,27453.55
KIRLOSIND,Kirloskar Industries Limited,INE250A01039,EQ,3297.58
KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01038,EQ,10440.08
KISSHT,OnEMI Technology Solutions Limited,INE12F801023,EQ,4565.05
KITEX,Kitex Garments Limited,INE602G01020,EQ,2894.75
KJMCFIN,KJMC Financial Services Limited,INE533C01018,EQ,0
KKCL,Kewal Kiran Clothing Limited,INE401H01017,EQ,2675.46
KLBRENG-B,Kilburn Engineering Limited,INE338F01015,EQ,2514.83
KMCSHIL,K M C Speciality Hospitals (India) Limited,INE879K01018,EQ,0
KMEW,Knowledge Marine & Engineering Works Limited,INE0CJD01029,EQ,4704.39
KMSUGAR,K.M.Sugar Mills Limited,INE157H01023,EQ,0
KNACK,Knack Packaging Limited,INE17QZ01016,EQ,0
KNAGRI,KN Agri Resources Limited,INE0KNW01016,EQ,0
KNRCON,KNR Constructions Limited,INE634I01029,EQ,3522.46
KOHINOOR,Kohinoor Foods Limited,INE080B01012,EQ,0
KOKUYOCMLN,Kokuyo Camlin Limited,INE760A01029,EQ,0
KOLTEPATIL,Kolte - Patil Developers Limited,INE094I01018,EQ,3117.55
KOPRAN,Kopran Limited,INE082A01010,EQ,0
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01036,EQ,401192.44
KOTARISUG,Kothari Sugars And Chemicals Limited,INE419A01022,BE,0
KOTHARIPET,Kothari Petrochemicals Limited,INE720A01015,EQ,0
KOTHARIPRO,Kothari Products Limited,INE823A01017,EQ,0
KOTIC,Kothari Industrial Corporation Limited,INE972A01020,EQ,1695.94
KOTYARK,Kotyark Industries Limited,INE0J0B01017,BE,0
KOVAI,Kovai Medical Center & Hospital Limited,INE177F01017,EQ,6349.85
KPEL,K.P. Energy Limited,INE127T01021,EQ,2328.68
KPIGREEN,KPI Green Energy Limited,INE542W01025,EQ,7934.55
KPIL,Kalpataru Projects International Limited,INE220B01022,EQ,22243.12
KPITTECH,KPIT Technologies Limited,INE04I401011,EQ,20564.9
KPL,Kwality Pharmaceuticals Limited,INE552U01010,EQ,2590.94
KPRMILL,K.P.R. Mill Limited,INE930H01031,EQ,36524.53
KRBL,KRBL Limited,INE001B01026,EQ,8389.96
KREBSBIO,Krebs Biochemicals and Industries Limited,INE268B01013,EQ,0
KRIDHANINF,Kridhan Infra Limited,INE524L01026,EQ,0
KRISHANA,Krishana Phoschem Limited,INE506W01020,EQ,0
KRISHIVAL,Krishival Foods Limited,INE0GGO01015,EQ,1036.54
KRISHNADEF,Krishna Defence And Allied Industries Limited,INE0J5601015,EQ,0
KRITI,Kriti Industries (India) Limited,INE479D01038,EQ,0
KRITIKA,Kritika Wires Limited,INE00Z501029,EQ,0
KRITINUT,Kriti Nutrients Limited,INE798K01010,EQ,0
KRN,KRN Heat Exchanger and Refrigeration Limited,INE0Q3J01015,EQ,8269.7
KRONOX,Kronox Lab Sciences Limited,INE0ATZ01017,BE,0
KROSS,Kross Limited,INE0O6601022,EQ,1178.26
KRSNAA,Krsnaa Diagnostics Limited,INE08LI01020,EQ,1736.77
KRYSTAL,Krystal Integrated Services Limited,INE0QN801017,EQ,0
KSB,Ksb Limited,INE999A01023,EQ,14540.98
KSCL,Kaveri Seed Company Limited,INE455I01029,EQ,4518.92
KSE,KSE Limited,INE953E01022,EQ,0
KSHINTL,KSH International Limited,INE987S01020,EQ,5548.51
KSHITIJPOL,Kshitij Polyline Limited,INE013801027,EQ,0
KSL,Kalyani Steels Limited,INE907A01026,EQ,3510.36
KSOLVES,Ksolves India Limited,INE0D6I01023,EQ,0
KSR,KSR Footwear Limited,INE1SPP01016,EQ,0
KTKBANK,The Karnataka Bank Limited,INE614B01018,EQ,10404.01
KUANTUM,Kuantum Papers Limited,INE529I01021,EQ,0
KUSUMGAR,Kusumgar Limited,INE0ISX01025,EQ,0
KWIL,Kwality Wall's (India) Limited,INE2KCE01013,EQ,8658.24
LADDERUP,Ladderup Finance Limited,INE519D01015,EQ,0
LAGNAM,Lagnam Spintex Limited,INE548Z01017,EQ,0
LAHOTIOV,Lahoti Overseas Limited,INE515C01023,EQ,0
LAKPRE,Lakshmi Precision Screws Limited,INE651C01018,BZ,0
LAKSHMIMIL,Lakshmi Mills Company Limited,INE938C01019,EQ,0
LAL,Lorenzini Apparels Limited,INE740X01023,EQ,0
LALITHAA,Lalithaa Jewellery Mart Limited,INE0K9O01026,EQ,0
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,EQ,26830.43
LAMBODHARA,Lambodhara Textiles Limited,INE112F01022,EQ,0
LANCER,Lancer Container Lines Limited,INE359U01028,EQ,0
LANCORHOL,Lancor Holdings Limited,INE572G01025,EQ,0
LANDMARK,Landmark Cars Limited,INE559R01029,EQ,1752.31
LANDSMILL,Landsmill Green Limited,INE688J01023,EQ,0
LAOPALA,La Opala RG Limited,INE059D01020,EQ,1952.49
LASA,Lasa Supergenerics Limited,INE670X01014,EQ,0
LASERPOWER,Laser Power & Infra Limited,INE17IR01028,EQ,0
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,EQ,6231.55
LATTEYS,Latteys Industries Limited,INE262Z01023,EQ,0
LAURUSLABS,Laurus Labs Limited,INE947Q01028,EQ,75261.41
LAXMICOT,Laxmi Cotspin Limited,INE801V01019,EQ,0
LAXMIDENTL,Laxmi Dental Limited,INE0WO601020,EQ,1242.14
LAXMIINDIA,Laxmi India Finance Limited,INE06WU01026,EQ,0
LCCINFOTEC,LCC Infotech Limited,INE938A01021,EQ,0
LCL,Lohia Corp Limited,INE0QJW01029,EQ,0
LEAPIND,LEAP India Limited,INE00GO01025,EQ,0
LEENEE,Lee & Nee Softwares Exports Limited,INE791B01014,BE,0
LEMERITE,Le Merite Exports Limited,INE0G1L01025,EQ,0
LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,EQ,8500.8
LENSKART,Lenskart Solutions Limited,INE956O01016,EQ,85901.49
LEXUS,Lexus Granito (India) Limited,INE500X01013,EQ,0
LFIC,Lakshmi Finance & Industrial Corporation Limited,INE850E01012,EQ,0
LGBBROSLTD,LG Balakrishnan & Bros Limited,INE337A01034,EQ,4866.3
LGEINDIA,LG Electronics India Limited,INE324D01010,EQ,102576.08
LGHL,Laxmi Goldorna House Limited,INE258Y01016,EQ,0
LIBAS,Libas Consumer Products Limited,INE908V01012,EQ,0
LIBERTSHOE,Liberty Shoes Limited,INE557B01019,EQ,0
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,EQ,30767.77
LICI,Life Insurance Corporation Of India,INE0J1Y01017,EQ,505051.07
LIKHITHA,Likhitha Infrastructure Limited,INE060901027,EQ,0
LINC,Linc Limited,INE802B01027,EQ,0
LINCOLN,Lincoln Pharmaceuticals Limited,INE405C01035,EQ,1271.99
LINDEINDIA,Linde India Limited,INE473A01011,EQ,59038.86
LKPSEC,LKP Securities Limited,INE341H01023,EQ,0
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,EQ,10355.04
LLOYDSENT,Lloyds Enterprises Limited,INE080I01025,EQ,10053.87
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,EQ,99061.43
LMW,LMW Limited,INE269B01029,EQ,16838.97
LODHA,Lodha Developers Limited,INE670K01029,EQ,89905.19
LOKESHMACH,Lokesh Machines Limited,INE397H01017,EQ,0
LORDSCHLO,Lords Chloro Alkali Limited,INE846D01012,EQ,0
LOTUSCHO,Lotus Chocolate Company Limited,INE026D01011,EQ,0
LOTUSDEV,Sri Lotus Developers and Realty Limited,INE0V9Q01010,BE,6551.34
LOTUSEYE,Lotus Eye Hospital and Institute Limited,INE947I01017,EQ,0
LOVABLE,Lovable Lingerie Limited,INE597L01014,EQ,0
LOYALTEX,Loyal Textile Mills Limited,INE970D01010,EQ,0
LPDC,Landmark Property Development Company Limited,INE197J01017,EQ,0
LT,Larsen & Toubro Limited,INE018A01030,EQ,557197.83
LTF,L&T Finance Limited,INE498L01015,EQ,69114.39
LTFOODS,LT Foods Limited,INE818H01020,EQ,13226.86
LTM,LTM Limited,INE214T01019,EQ,113902.59
LTTS,L&T Technology Services Limited,INE010V01017,EQ,35525.02
LUMAXIND,Lumax Industries Limited,INE162B01018,EQ,4956.26
LUMAXTECH,Lumax Auto Technologies Limited,INE872H01027,EQ,11137.99
LUMINO,Lumino Industries Limited,INE185Q01025,EQ,0
LUPIN,Lupin Limited,INE326A01037,EQ,104825.88
LUXIND,Lux Industries Limited,INE150G01020,EQ,3809.48
LXCHEM,Laxmi Organic Industries Limited,INE576O01020,EQ,4262.13
LYKALABS,Lyka Labs Limited,INE933A01014,BE,0
M&M,Mahindra & Mahindra Limited,INE101A01026,EQ,378449.35
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,EQ,40482.91
MAANALU,Maan Aluminium Limited,INE215I01027,EQ,0
MACPOWER,Macpower CNC Machines Limited,INE155Z01011,EQ,0
MADHAV,Madhav Marbles and Granites Limited,INE925C01016,EQ,0
MADHAVIPL,Madhav Infra Projects Limited,INE631R01026,EQ,0
MADHUCON,Madhucon Projects Limited,INE378D01032,BE,0
MADRASFERT,Madras Fertilizers Limited,INE414A01015,EQ,1099.36
MAFATIND,Mafatlal Industries Limited,INE270B01035,EQ,0
MAGADSUGAR,Magadh Sugar & Energy Limited,INE347W01011,EQ,0
MAGNUM,Magnum Ventures Limited,INE387I01016,EQ,0
MAHABANK,Bank of Maharashtra,INE457A01014,EQ,67139.58
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,INE843B01013,EQ,0
MAHASTEEL,Mahamaya Steel Industries Limited,INE451L01014,BE,1452.8
MAHEPC,Mahindra EPC Irrigation Limited,INE215D01010,EQ,0
MAHESHWARI,Maheshwari Logistics Limited,INE263W01010,BE,0
MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,EQ,7008.31
MAHLOG,Mahindra Logistics Limited,INE766P01016,EQ,3348.76
MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,EQ,14106.57
MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,EQ,8270.63
MAITHANALL,Maithan Alloys Limited,INE683C01011,EQ,2954.39
MAJESAUT,Majestic Auto Limited,INE201B01022,BE,0
MAKERSL,Makers Laboratories Limited,INE987A01010,EQ,0
MALLCOM,Mallcom (India) Limited,INE389C01015,EQ,0
MALUPAPER,Malu Paper Mills Limited,INE383H01017,EQ,0
MAMATA,Mamata Machinery Limited,INE0TO701015,EQ,0
MANAKALUCO,Manaksia Aluminium Company Limited,INE859Q01017,EQ,0
MANAKCOAT,Manaksia Coated Metals & Industries Limited,INE830Q01018,EQ,1144.07
MANAKSIA,Manaksia Limited,INE015D01022,EQ,0
MANAKSTEEL,Manaksia Steels Limited,INE824Q01011,BE,0
MANALIPETC,Manali Petrochemicals Limited,INE201A01024,EQ,1117.31
MANAPPURAM,Manappuram Finance Limited,INE522D01027,EQ,28640.36
MANBA,Manba Finance Limited,INE939X01013,EQ,0
MANCREDIT,Mangal Credit and Fincorp Limited,INE545L01039,EQ,0
MANGALAM,Mangalam Drugs And Organics Limited,INE584F01014,EQ,0
MANGLMCEM,Mangalam Cement Limited,INE347A01017,EQ,2315.0
MANINDS,Man Industries (India) Limited,INE993A01026,EQ,4098.9
MANINFRA,Man Infraconstruction Limited,INE949H01023,EQ,4480.7
MANIPALHOS,Manipal Health Enterprises Limited,INE459N01021,EQ,0
MANKIND,Mankind Pharma Limited,INE634S01028,EQ,98249.68
MANOMAY,Manomay Tex India Limited,INE784W01015,EQ,0
MANORAMA,Manorama Industries Limited,INE00VM01036,EQ,9332.74
MANORG,Mangalam Organics Limited,INE370D01013,EQ,0
MANUGRAPH,Manugraph India Limited,INE867A01022,BE,0
MANYAVAR,Vedant Fashions Limited,INE825V01034,EQ,9891.44
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,EQ,4621.83
MARALOVER,Maral Overseas Limited,INE882A01013,EQ,0
MARATHON,Marathon Nextgen Realty Limited,INE182D01020,EQ,2723.79
MARICO,Marico Limited,INE196A01026,EQ,106304.49
MARINE,Marine Electricals (India) Limited,INE01JE01028,EQ,0
MARKOLINES,Markolines Pavement Technologies Limited,INE0FW001016,EQ,0
MARKSANS,Marksans Pharma Limited,INE750C01026,EQ,11426.52
MARSONS,Marsons Limited,INE415B01044,EQ,2023.9
MARUTI,Maruti Suzuki India Limited,INE585B01010,EQ,420395.54
MASFIN,MAS Financial Services Limited,INE348L01012,EQ,5468.1
MASKINVEST,Mask Investments Limited,INE885F01015,EQ,0
MASTEK,Mastek Limited,INE759A01021,EQ,4891.15
MASTERTR,Master Trust Limited,INE677D01037,EQ,0
MATRIMONY,Matrimony.Com Limited,INE866R01028,EQ,0
MAWANASUG,Mawana Sugars Limited,INE636A01039,EQ,0
MAXESTATES,Max Estates Limited,INE03EI01018,EQ,7065.12
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,EQ,98511.74
MAXIND,Max India Limited,INE0CG601016,EQ,0
MAYURUNIQ,Mayur Uniquoters Ltd,INE040D01038,EQ,3451.22
MAZDA,Mazda Limited,INE885E01042,BE,0
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,EQ,97172.23
MBAPL,Madhya Bharat Agro Products Limited,INE900L01028,EQ,0
MBECL,Mcnally Bharat Engineering Company Limited,INE748A01024,BE,0
MBEL,M & B Engineering Limited,INE08N601015,EQ,1639.58
MBLINFRA,MBL Infrastructure Limited,INE912H01013,EQ,0
MCCHRLS-B,Mac Charles India Limited,INE435D01014,EQ,0
MCL,M TEK COPPER LIMITED,INE813V01022,EQ,0
MCLEODRUSS,Mcleod Russel India Limited,INE942G01012,EQ,0
MCLOUD,Magellanic Cloud Limited,INE613C01026,EQ,1307.14
MCX,Multi Commodity Exchange of India Limited,INE745G01043,EQ,72740.25
MEDANTA,Global Health Limited,INE474Q01031,EQ,33209.2
MEDIASSIST,Medi Assist Healthcare Services Limited,INE456Z01021,EQ,2788.99
MEDICAMEQ,Medicamen Biotech Limited,INE646B01010,EQ,0
MEDICAPQ,Medi Caps Limited,INE442D01010,EQ,0
MEDICO,Medico Remedies Limited,INE630Y01024,EQ,0
MEDPLUS,Medplus Health Services Limited,INE804L01022,EQ,10589.42
MEESHO,Meesho Limited,INE0VDM01015,EQ,76860.61
MEGASTAR,Megastar Foods Limited,INE00EM01016,EQ,0
MEIL,Mangal Electrical Industries Limited,INE0PKD01011,EQ,0
MENNPIS,Menon Pistons Limited,INE650G01029,EQ,0
MENONBE,Menon Bearings Limited,INE071D01033,BE,0
MEP,MEP Infrastructure Developers Limited,INE776I01010,BZ,0
MERCANTILE,Mercantile Ventures Limited,INE689O01013,EQ,0
MERCURYEV,Mercury Ev-Tech Limited,INE763M01028,EQ,0
METROBRAND,Metro Brands Limited,INE317I01021,EQ,27257.51
METROGLOBL,Metroglobal Limited,INE085D01033,EQ,0
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,EQ,11008.07
MFML,Mahalaxmi Fabric Mills Limited,INE0US801024,EQ,0
MFSL,Max Financial Services Limited,INE180A01020,EQ,54529.86
MGEL,Mangalam Global Enterprise Limited,INE0APB01032,EQ,0
MGL,Mahanagar Gas Limited,INE002S01010,EQ,10808.76
MHLXMIRU,Mahalaxmi Rubtech Limited,INE112D01035,BE,0
MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,EQ,4764.48
MICEL,MIC Electronics Limited,INE287C01037,BE,1020.44
MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,EQ,8155.85
MIDWESTLTD,Midwest Limited,INE0XAD01024,EQ,4506.54
MIIL,Meghna Infracon Infrastructure Limited,INE898Q01015,EQ,0
MILKYMIST,Milky Mist Dairy Food Limited,INE00IT01020,EQ,0
MINALIND,Minal Industries Limited,INE097E01028,BE,0
MINDACORP,Minda Corporation Limited,INE842C01021,EQ,15222.19
MINDTECK,Mindteck (India) Limited,INE110B01017,EQ,0
MIRZAINT,Mirza International Limited,INE771A01026,EQ,0
MITCON,MITCON Consultancy & Engineering Services Limited,INE828O01033,EQ,0
MITTAL,Mittal Life Style Limited,INE997Y01027,EQ,0
MKEXIM,M.K. Exim (India) Limited,INE227F01010,EQ,0
MKPL,M K Proteins Limited,INE964W01021,EQ,0
MLKFOOD,Milkfood Limited,INE588G01021,EQ,0
MMFL,MM Forgings Limited,INE227C01017,EQ,2164.22
MMP,MMP Industries Limited,INE511Y01018,EQ,0
MMTC,MMTC Limited,INE123F01029,EQ,10212.0
MMWL,Media Matrix Worldwide Limited,INE200D01020,EQ,1452.18
MOBIKWIK,One Mobikwik Systems Limited,INE0HLU01028,EQ,1528.94
MODINATUR,Modi Naturals Limited,INE537F01012,EQ,0
MODIRUBBER,Modi Rubber Limited,INE832A01018,EQ,0
MODIS,Modis Navnirman Limited,INE0L0L01012,EQ,0
MODISONLTD,MODISON LIMITED,INE737D01021,EQ,0
MODTHREAD,Modern Threads (India) Limited,INE794W01014,EQ,0
MOHITE,Mohite Industries Limited,INE154B01023,EQ,0
MOHITIND,Mohit Industries Limited,INE954E01012,EQ,0
MOIL,MOIL Limited,INE490G01020,EQ,5938.72
MOKSH,Moksh Ornaments Limited,INE514Y01020,EQ,0
MOL,Meghmani Organics Limited,INE0CT101020,EQ,1218.42
MOLBIO,Molbio Diagnostics Limited,INE869T01028,EQ,0
MOLDTECH,Mold-Tek Technologies Limited,INE835B01035,BE,0
MOLDTKPAC,Mold-Tek Packaging Limited,INE893J01029,EQ,2247.77
MONARCH,Monarch Networth Capital Limited,INE903D01011,EQ,2710.58
MONEYBOXX,Moneyboxx Finance Limited,INE296Q01012,EQ,0
MONTECARLO,Monte Carlo Fashions Limited,INE950M01013,EQ,1111.76
MORARJEE,Morarjee Textiles Limited,INE161G01027,BZ,0
MOREPENLAB,Morepen Laboratories Limited,INE083A01026,EQ,2748.54
MOSCHIP,Moschip Technologies Limited,INE935B01025,EQ,4079.57
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,EQ,151345.47
MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,EQ,53509.73
MOTISONS,Motisons Jewellers Limited,INE0FRK01020,EQ,1482.6
MOTOGENFIN,The Motor & General Finance Limited,INE861B01023,EQ,0
MPDL,MPDL Limited,INE493H01014,BE,0
MPHASIS,MphasiS Limited,INE356A01018,EQ,43340.62
MPSLTD,MPS Limited,INE943D01017,EQ,3099.83
MRF,MRF Limited,INE883A01011,EQ,53208.28
MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,EQ,28208.08
MSL,Mangalam Seeds Limited,INE829S01016,EQ,0
MSPL,MSP Steel & Power Limited,INE752G01015,EQ,2348.24
MSTCLTD,Mstc Limited,INE255X01014,EQ,3998.72
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,EQ,24444.31
MTARTECH,Mtar Technologies Limited,INE864I01014,BE,22026.02
MTEDUCARE,MT Educare Limited,INE472M01018,BE,0
MTNL,Mahanagar Telephone Nigam Limited,INE153A01019,EQ,1942.29
MUFIN,Mufin Green Finance Limited,INE08KJ01020,EQ,2123.82
MUFTI,Credo Brands Marketing Limited,INE220Q01020,EQ,0
MUKANDLTD,Mukand Limited,INE304A01026,EQ,1938.41
MUKESHB,Mukesh Babu Financial Services Limited,INE596B01017,EQ,0
MUKKA,Mukka Proteins Limited,INE0CG401037,EQ,0
MUKTAARTS,Mukta Arts Limited,INE374B01019,BE,0
MUNJALAU,Munjal Auto Industries Limited,INE672B01032,EQ,0
MUNJALSHOW,Munjal Showa Limited,INE577A01027,EQ,0
MURUDCERA,Murudeshwar Ceramics Limited,INE692B01014,EQ,0
MUTHOOTCAP,Muthoot Capital Services Limited,INE296G01013,EQ,0
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,EQ,122010.28
MUTHOOTMF,Muthoot Microfin Limited,INE046W01019,EQ,3192.47
MVELECTRO,MV Electrosystems Limited,INE0OWZ01020,EQ,0
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,INE0KNT01012,EQ,0
MWL,Mangalam Worldwide Limited,INE0JYY01029,EQ,1121.05
MYSORPETRO,Mysore Petro Chemicals Limited,INE741A01011,BE,0
NACLIND,NACL Industries Limited,INE295D01020,EQ,3853.3
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,INE454M01024,BZ,0
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,INE245I01016,EQ,0
NAGREEKEXP,Nagreeka Exports Limited,INE123B01028,EQ,0
NAHARCAP,Nahar Capital and Financial Services Limited,INE049I01012,EQ,0
NAHARINDUS,Nahar Industrial Enterprises Limited,INE289A01011,EQ,0
NAHARPOLY,Nahar Poly Films Limited,INE308A01027,EQ,0
NAHARSPING,Nahar Spinning Mills Limited,INE290A01027,EQ,0
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,EQ,69438.21
NARMADA,Narmada Agrobase Limited,INE117Z01029,EQ,0
NATCAPSUQ,Natural Capsules Limited,INE936B01015,BE,0
NATCOPHARM,Natco Pharma Limited,INE987B01026,EQ,15472.41
NATHBIOGEN,Nath Bio-Genes (India) Limited,INE448G01010,EQ,0
NATIONALUM,National Aluminium Company Limited,INE139A01034,EQ,69231.84
NATIONSTD,National Standard (India) Limited,INE166R01015,EQ,2379.1
NAUKRI,Info Edge (India) Limited,INE663F01032,EQ,63029.72
NAVA,NAVA LIMITED,INE725A01030,EQ,16540.01
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,EQ,37461.01
NAVKARCORP,Navkar Corporation Limited,INE278M01019,EQ,1539.06
NAVKARURB,Navkar Urbanstructure Limited,INE268H01044,BE,0
NAVNETEDUL,Navneet Education Limited,INE060A01024,EQ,3155.61
NAZARA,Nazara Technologies Limited,INE418L01047,EQ,10591.6
NBCC,NBCC (India) Limited,INE095N01031,EQ,28377.0
NBIFIN,N. B. I. Industrial Finance Company Limited,INE365I01020,EQ,0
NCC,NCC Limited,INE868B01028,EQ,9515.02
NCLIND,NCL Industries Limited,INE732C01016,EQ,0
NDGL,Naga Dhunseri Group Limited,INE756C01015,EQ,0
NDL,Nandan Denim Limited,INE875G01048,EQ,0
NDLVENTURE,NDL Ventures Limited,INE353A01023,EQ,0
NDRAUTO,Ndr Auto Components Limited,INE07OG01012,EQ,1868.81
NDTV,New Delhi Television Limited,INE155G01029,EQ,0
NEAGI,Neelamalai Agro Industries Limited,INE605D01012,EQ,0
NECCLTD,North Eastern Carrying Corporation Limited,INE553C01016,BE,0
NECLIFE,Nectar Lifesciences Limited,INE023H01027,EQ,0
NELCAST,Nelcast Limited,INE189I01024,EQ,1219.32
NELCO,NELCO Limited,INE045B01015,EQ,1646.58
NEOGEN,Neogen Chemicals Limited,INE136S01016,EQ,5578.88
NEPHROPLUS,Nephrocare Health Services Limited,INE428V01029,EQ,7524.55
NESCO,Nesco Limited,INE317F01035,EQ,7675.91
NESTLEIND,Nestle India Limited,INE239A01024,EQ,265307.13
NETWEB,Netweb Technologies India Limited,INE0NT901020,EQ,26117.27
NETWORK18,Network18 Media & Investments Limited,INE870H01013,EQ,4861.93
NEUEON,Neueon Corporation Limited,INE333I01044,BE,0
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,EQ,22038.54
NEWGEN,Newgen Software Technologies Limited,INE619B01017,EQ,6610.66
NEXTMEDIA,Next Mediaworks Limited,INE747B01016,EQ,0
NFL,National Fertilizers Limited,INE870D01012,EQ,3684.73
NGIL,Nakoda Group of Industries Limited,INE236Y01012,EQ,0
NGLFINE,NGL Fine-Chem Limited,INE887E01022,EQ,1892.7
NH,Narayana Hrudayalaya Ltd.,INE410P01011,EQ,38690.61
NHPC,NHPC Limited,INE848E01016,EQ,74102.22
NIACL,The New India Assurance Company Limited,INE470Y01017,EQ,25181.44
NIBE,NIBE Limited,INE149O01018,EQ,2363.11
NIBL,NRB Industrial Bearings Limited,INE047O01014,EQ,0
NICCOPAR,Nicco Parks & Resorts Limited,INE653C01022,EQ,0
NIITLTD,NIIT Limited,INE161A01038,EQ,1189.75
NIITMTS,NIIT Learning Systems Limited,INE342G01023,EQ,2928.96
NILAINFRA,Nila Infrastructures Limited,INE937C01029,EQ,0
NILASPACES,Nila Spaces Limited,INE00S901012,EQ,0
NILE,Nile Limited,INE445D01013,EQ,0
NILKAMAL,Nilkamal Limited,INE310A01015,EQ,1895.16
NIMBSPROJ,Nimbus Projects Limited,INE875B01015,EQ,0
NINSYS,NINtec Systems Limited,INE395U01014,EQ,1281.28
NIPPOBATRY,Indo-National Limited,INE567A01028,EQ,0
NIRAJ,Niraj Cement Structurals Limited,INE368I01016,EQ,0
NIRAJISPAT,Niraj Ispat Industries Limited,INE326T01011,BE,0
NIRLON,Nirlon Limited,INE910A01012,EQ,5572.9
NITCO,Nitco Limited,INE858F01012,EQ,2377.5
NITINSPIN,Nitin Spinners Limited,INE229H01012,EQ,3143.82
NITIRAJ,Nitiraj Engineers Limited,INE439T01012,EQ,0
NITTAGELA,Nitta Gelatin India Limited,INE265B01019,EQ,1285.56
NIVABUPA,Niva Bupa Health Insurance Company Limited,INE995S01015,EQ,15543.33
NKIND,NK Industries Limited,INE542C01019,EQ,0
